"County.FIPS.Code","Plant.county.name","Plant.state.abbreviation","Sum_Plant_NetGenMW","County","average_month_PM25_concentration","Average_Month_AQI_Value"
163,"Pike","MO",135223,"Sullivan",6.56451612903226,36.0967741935484
163,"Frio","TX",497647.992,"Sullivan",6.56451612903226,36.0967741935484
163,"St Clair","IL",11628270.002,"Sullivan",6.56451612903226,36.0967741935484
163,"Rooks","KS",-157.999,"Sullivan",6.56451612903226,36.0967741935484
163,"Scott","IA",7913,"Sullivan",6.56451612903226,36.0967741935484
163,"Sullivan","TN",1037290,"Sullivan",6.56451612903226,36.0967741935484
163,"Yazoo","MS",150494,"Sullivan",6.56451612903226,36.0967741935484
163,"Vinton","OH",1402678,"Sullivan",6.56451612903226,36.0967741935484
163,"Washington","MN",1764787,"Sullivan",6.56451612903226,36.0967741935484
163,"Wayne","MI",5642827.005,"Sullivan",6.56451612903226,36.0967741935484
165,"Vermillion","IN",4925585,"Sumner",9.70263157894737,48.4473684210526
165,"Rockingham","VA",22072,"Sumner",9.70263157894737,48.4473684210526
165,"Sumner","TN",4450512,"Sumner",9.70263157894737,48.4473684210526
165,"Rush","KS",85,"Sumner",9.70263157894737,48.4473684210526
165,"Platte","MO",5868322,"Sumner",9.70263157894737,48.4473684210526
165,"Watonwan","MN",-70.999,"Sumner",9.70263157894737,48.4473684210526
165,"Shelby","IA",0,"Sumner",9.70263157894737,48.4473684210526
165,"Wexford","MI",138451,"Sumner",9.70263157894737,48.4473684210526
173,"Wood","OH",1029834,"Swain",6.32577319587629,34.7628865979381
173,"Sedgwick","KS",189649.998,"Swain",6.32577319587629,34.7628865979381
173,"Shelby","IL",2113763,"Swain",6.32577319587629,34.7628865979381
173,"Yellow Medicine","MN",-107000.001,"Swain",6.32577319587629,34.7628865979381
173,"Taylor","IA",23,"Swain",6.32577319587629,34.7628865979381
173,"Warrick","IN",5376924,"Swain",6.32577319587629,34.7628865979381
173,"Thurston","NE",48,"Swain",6.32577319587629,34.7628865979381
183,"Gregg","TX",364279,"Wake",8.1495145631068,43.3106796116505
183,"Weakley","TN",149160,"Wake",8.1495145631068,43.3106796116505
183,"Vermilion","IL",37754,"Wake",8.1495145631068,43.3106796116505
